"member","variable","measure","h","logdens","crps","rmse"
"ucmean","gdp_growth","ye",3,-21.1804713488578,1.26746643451977,2.51306901583645
"ucmean","gdp_growth","ye",4,-12.9413299345027,1.37978106214172,2.63408786503786
"ucmean","gdp_growth","ye",5,-13.7894573393956,1.42049419252815,2.67522341257603
"ucmean","gdp_growth","ye",6,-13.4328153176296,1.45444919646148,2.71491785396873
"ucmean","gdp_growth","ye",7,-13.2172515602771,1.47906424008582,2.74125021619145
"ucmean","gdp_growth","ye",8,-14.1693318571734,1.52470117641656,2.79409222730854
"ucmean","gdp_growth","ye",9,-15.3359289476432,1.5536722848379,2.84884754207639
"ucmean","unemp_rate","q",1,-1.57270238561548,0.726084113977171,1.25991103709674
"ucmean","unemp_rate","q",10,-2.10401051750166,0.975212068010183,1.49749917448756
"ucmean","unemp_rate","q",11,-2.21631447349358,1.01614535743173,1.52774424852507
"ucmean","unemp_rate","q",12,-2.25802042927702,1.03446208997313,1.54223790696507
"ucmean","unemp_rate","q",2,-1.66220096942827,0.770157114787922,1.30864808107987
"ucmean","unemp_rate","q",3,-1.62509323192532,0.77931221990105,1.34258276938573
"ucmean","unemp_rate","q",4,-1.61170417373817,0.774054280213227,1.32609221247683
"ucmean","unemp_rate","q",5,-1.67093733784655,0.80602635290235,1.35256595070669
"ucmean","unemp_rate","q",6,-1.7545548778689,0.856589472245606,1.40703022819815
"ucmean","unemp_rate","q",7,-1.89248915257716,0.888522034330924,1.42648290560579
"ucmean","unemp_rate","q",8,-1.92657294923666,0.904783224893995,1.43461191645625
"ucmean","unemp_rate","q",9,-2.02694866084034,0.949916970268335,1.47807300834739
"ucsv","cash_rate","q",1,-0.948561565016541,0.170241948668627,0.354078834226004
"ucsv","cash_rate","q",10,-9.30784442552771,1.57145805277263,2.40962403385804
"ucsv","cash_rate","q",11,-8.08648589753557,1.70880510263494,2.55451787226311
"ucsv","cash_rate","q",12,-6.68760608404091,1.83234235490543,2.68359756917217
"ucsv","cash_rate","q",2,-3.76717348349207,0.322664137445273,0.657638664323099
"ucsv","cash_rate","q",3,-5.6145636907328,0.480524207184194,0.932629374454617
"ucsv","cash_rate","q",4,-8.00857923710088,0.639464878484669,1.19037407430946
"ucsv","cash_rate","q",5,-8.10061622805777,0.798261680086279,1.42779828804032
"ucsv","cash_rate","q",6,-9.04545964021313,0.955688053828247,1.65340726125578
"ucsv","cash_rate","q",7,-8.80952829828582,1.10926233258984,1.85931388294061
"ucsv","cash_rate","q",8,-9.16903758173136,1.26630229152631,2.05817419328403
"ucsv","cash_rate","q",9,-9.32394218416141,1.4281404785663,2.24414330418656
"ucsv","cpi_inflation","cum",10,-19.3911465788468,3.17993580443399,4.95018524706763
"ucsv","cpi_inflation","cum",11,-18.1467340328184,3.59330101152655,5.47559097287684
"ucsv","cpi_inflation","cum",12,-17.6229733358083,4.05642982088073,6.02768790559543
"ucsv","cpi_inflation","cum",2,-2.18714578274261,0.390057455653925,0.772511094746399
"ucsv","cpi_inflation","cum",3,-5.05973772378977,0.645642682243013,1.23112390386824
"ucsv","cpi_inflation","cum",4,-9.26049408340375,0.920396497205102,1.69355379512455
"ucsv","cpi_inflation","cum",5,-13.9215106503224,1.23394947743363,2.19459965469446
"ucsv","cpi_inflation","cum",6,-16.4200469738341,1.57014849168793,2.71141032900624
"ucsv","cpi_inflation","cum",7,-19.5612008184679,1.93757678724475,3.25731639576616
"ucsv","cpi_inflation","cum",8,-20.457951976194,2.33114707197994,3.81860485243004
"ucsv","cpi_inflation","cum",9,-19.9441215577066,2.7522645499621,4.39229718009308
"ucsv","cpi_inflation","q",1,-0.250981073090829,0.17488488838752,0.357345957983422
"ucsv","cpi_inflation","q",10,-8.44151693046395,0.411844321289055,0.662332826362396
"ucsv","cpi_inflation","q",11,-10.1604668186782,0.418691767991598,0.65771757184773
"ucsv","cpi_inflation","q",12,-8.44689391578166,0.430138720472846,0.665874730036814
"ucsv","cpi_inflation","q",2,-1.32212380445726,0.228566867753204,0.441722207195226
"ucsv","cpi_inflation","q",3,-3.8084566894976,0.263183363026119,0.491160355436262
"ucsv","cpi_inflation","q",4,-4.97536975869795,0.282665960112455,0.512895966510324
"ucsv","cpi_inflation","q",5,-2.30195940716267,0.311640466167516,0.556031008235268
"ucsv","cpi_inflation","q",6,-6.84884242406441,0.336405603673352,0.584238943464971
"ucsv","cpi_inflation","q",7,-10.1945569521344,0.364984658158431,0.61908409137454
"ucsv","cpi_inflation","q",8,-7.22603604206795,0.387403575809674,0.645756899210335
"ucsv","cpi_inflation","q",9,-8.22528035745315,0.407842559625976,0.665966543766812
"ucsv","cpi_inflation","ye",1,-0.25098107309083,0.17488488838752,0.357345957983422
"ucsv","cpi_inflation","ye",10,-19.6138122299452,1.60454494241105,2.53101093337542
"ucsv","cpi_inflation","ye",11,-19.1890661058956,1.65581128149536,2.56896888043497
"ucsv","cpi_inflation","ye",12,-17.2276452899603,1.69785542379656,2.58984002284112
"ucsv","cpi_inflation","ye",2,-2.18714578274261,0.390057455653925,0.772511094746399
"ucsv","cpi_inflation","ye",3,-5.05973772378977,0.645642682243013,1.23112390386824
"ucsv","cpi_inflation","ye",4,-9.26049408340375,0.920396497205102,1.69355379512455
"ucsv","cpi_inflation","ye",5,-14.8101383682082,1.07080561735654,1.90452009433003
"ucsv","cpi_inflation","ye",6,-19.7966489294892,1.18535042133663,2.05538501981016
"ucsv","cpi_inflation","ye",7,-21.949618810031,1.29685606767768,2.19396531300153
"ucsv","cpi_inflation","ye",8,-19.9559867179581,1.41919437862442,2.33608075913321
"ucsv","cpi_inflation","ye",9,-20.3072835036039,1.52528889668478,2.45132857144045
"ucsv","gdp_growth","cum",10,-3.0229990462033,2.28825000743099,3.92301700586194
"ucsv","gdp_growth","cum",11,-2.96246655068304,2.35688335500146,3.99338855196623
"ucsv","gdp_growth","cum",12,-2.9623686152308,2.42420698959968,4.04453112073244
"ucsv","gdp_growth","cum",2,-17.1718652569533,0.959040568396224,2.17369698753461
"ucsv","gdp_growth","cum",3,-8.11973644868481,1.15648388617762,2.43021697717557
"ucsv","gdp_growth","cum",4,-5.73756229364512,1.30361952261731,2.55575336235798
"ucsv","gdp_growth","cum",5,-4.40238616470221,1.42824637242365,2.6775540105037
"ucsv","gdp_growth","cum",6,-3.19300747918716,1.66287601113408,3.09929471419805
"ucsv","gdp_growth","cum",7,-3.26075673214136,1.85744682194048,3.37424536534066
"ucsv","gdp_growth","cum",8,-3.65036899635881,2.02046211108144,3.61966731812697
"ucsv","gdp_growth","cum",9,-3.49183673362753,2.15957449699381,3.80981437011653
"ucsv","gdp_growth","q",1,-15.0745905507776,0.633697438460615,1.59923265556528
"ucsv","gdp_growth","q",10,-27.8372807849519,0.927274007548347,1.85364290908687
"ucsv","gdp_growth","q",11,-27.1620834399002,0.949173861865029,1.88675828620998
"ucsv","gdp_growth","q",12,-22.5440684937303,0.980940176892546,1.92231748873451
"ucsv","gdp_growth","q",2,-Inf,0.672574215917931,1.6143973933327
"ucsv","gdp_growth","q",3,-22.3699211980154,0.730628679041993,1.65026791592736
"ucsv","gdp_growth","q",4,-10.5471271768317,0.766808230050299,1.69315818173126
"ucsv","gdp_growth","q",5,-15.549421638678,0.780623509214265,1.71984157496543
"ucsv","gdp_growth","q",6,-23.3024714394148,0.817933865133117,1.74134925822292
"ucsv","gdp_growth","q",7,-Inf,0.874932376917138,1.76932602712685
"ucsv","gdp_growth","q",8,-24.7103307572646,0.899976882517305,1.81176218708236
"ucsv","gdp_growth","q",9,-24.785644951796,0.898976344055244,1.8197409761469
"ucsv","gdp_growth","ye",1,-15.0745905507776,0.633697438460615,1.59923265556528
"ucsv","gdp_growth","ye",10,-5.8137438477861,1.72920519474549,2.91691028932108
"ucsv","gdp_growth","ye",11,-6.83853252133077,1.7272889310092,2.90521128946579
"ucsv","gdp_growth","ye",12,-4.80319337880759,1.73805981410798,2.90705086053035
"ucsv","gdp_growth","ye",2,-17.1718652569533,0.959040568396224,2.17369698753461
"ucsv","gdp_growth","ye",3,-8.11973644868481,1.15648388617762,2.43021697717557
"ucsv","gdp_growth","ye",4,-5.73756229364512,1.30361952261731,2.55575336235798
"ucsv","gdp_growth","ye",5,-7.43009482766809,1.41239082057276,2.61256138029878
"ucsv","gdp_growth","ye",6,-6.91333635425916,1.48978166838465,2.67088609953125
"ucsv","gdp_growth","ye",7,-10.0974264109927,1.57041927631409,2.76511579652606
"ucsv","gdp_growth","ye",8,-8.08350317847923,1.64096446854263,2.84510499641978
"ucsv","gdp_growth","ye",9,-6.20096551039673,1.68077057240415,2.91404890284178
"ucsv","unemp_rate","q",1,-5.34341525772996,0.265461818868698,0.606004632061745
"ucsv","unemp_rate","q",10,-1.86261526961212,0.779427738259441,1.29957898211379
"ucsv","unemp_rate","q",11,-1.98758865681679,0.799383905230034,1.29623280671642
"ucsv","unemp_rate","q",12,-1.92876639774174,0.832059667070405,1.33439692538285
"ucsv","unemp_rate","q",2,-4.62188440713445,0.375949881216048,0.765626660431044
"ucsv","unemp_rate","q",3,-2.91290802896107,0.464960083569874,0.873482430755984
"ucsv","unemp_rate","q",4,-2.41846018133907,0.53089573077067,0.974225794074391
"ucsv","unemp_rate","q",5,-2.38834335929909,0.597806491750394,1.08520950787991
"ucsv","unemp_rate","q",6,-2.12763718581993,0.660344433137353,1.18336323886883
"ucsv","unemp_rate","q",7,-1.87427798844597,0.702710928860145,1.24377320928083
"ucsv","unemp_rate","q",8,-1.85108603125419,0.737353273317442,1.25945058434316
"ucsv","unemp_rate","q",9,-1.81705522994242,0.75807338410615,1.2815221058142
